Alloy,No,Component,Fraction,a,delta,Tm,D_Tm,Hmix,σHmix,Sid,Elec_nega,D_elec_nega,VEC,d_VEC,BulkModulus,D_Bulk,Phase,Phase_inshort
Dy4Sb3,2 ,Dy Sb,4 3,1.583714286,0.138739051,1350.191429,386.6036377,-65.63265306,0.676661248,0.682908105,1.575714286,0.410743477,3.857142857,0.989743319,41428571429,0.494871659,IM,IM
AuSn4,2 ,Au Sn,1 4,1.5844,0.0449,671.53,332.90,-6.4000,1.4400,0.5004,2.0760,0.2320,5.4000,2.8000,"90,400,000,000",64.8000,IM,IM
CdMg,2 ,Cd Mg,1 1,1.5845,0.0104,758.61,164.39,-6.0000,0.0000,0.6931,1.5000,0.1900,7.0000,5.0000,"43,500,000,000",1.5000,IM,IM
Ho35Al24Co20Y21,4 ,Ho Al Co Y,35 24 20 21,1.5904,0.1395,1566.8728,356.44,-33.9328,10.6539,1.3596,1.4491,0.2668,4.2000,2.4000,"76,850,000,000",53.6034,AM,AM
CdMg3,2 ,Cd Mg,1 3,1.5928,0.0090,840.805,142.37,-4.5000,0.6495,0.5623,1.4050,0.1645,4.5000,4.3301,"44,250,000,000",1.2990,IM,IM
Tb36Al24Co20Y20,4 ,Tb Al Co Y,36 24 20 20,1.59544,0.141642517,1523.8728,338.6670153,-34.5664,10.76440009,1.354077539,1.4024,0.309092607,4.2,2.4,76372000000,53.93446038,AM,AM
Sb3Y4,2 ,Sb Y,3 4,1.599714286,0.146013213,1415.334286,443.0190068,-66.6122449,0.68676067,0.682908105,1.575714286,0.410743477,3.857142857,0.989743319,41428571429,0.494871659,IM,IM
CaAlZn,3 ,Ca Al Zn,1 1 1,1.601,0.165893148,913.7166667,172.9762821,-18.22222222,6.556810928,1.098612289,1.42,0.297433466,5.666666667,4.496912521,54333333333,26.51205177,IM,IM
Gd56Al24Co20,3 ,Gd Al Co,56 24 20,1.6024,0.1447,1465.7928,307.19,-34.4704,5.6270,0.9891,1.4344,0.2791,4.2000,2.4000,"75,520,000,000",54.5125,AM,AM
Gd50Al24Co20Y6,4 ,Gd Al Co Y,50 24 20 6,1.6025,0.1447,1478.5728,316.22,-34.4128,8.1791,1.1798,1.4356,0.2781,4.2000,2.4000,"75,700,000,000",54.3931,AM,AM
Gd40Al24Co20Y16,4 ,Gd Al Co Y,40 24 20 16,1.6026,0.1448,1499.8728,329.63,-34.3168,10.3076,1.3241,1.4376,0.2765,4.2000,2.4000,"76,000,000,000",54.1923,AM,AM
